Table Number,Table Name,Code,Shortened Description
Table 5.14,Burns,948.53,50-59% BDY BRN/30-39% 3D
Table 5.14,Burns,948.54,50-59% BDY BRN/40-49% 3D
Table 5.14,Burns,948.55,50-59% BDY BRN/50-59% 3D
Table 5.14,Burns,948.60,60-69% BDY BRN/3 DEG NOS
Table 5.14,Burns,948.61,60-69% BDY BRN/10-19% 3D
Table 5.14,Burns,948.62,60-69% BDY BRN/20-29% 3D
Table 5.14,Burns,948.63,60-69% BDY BRN/30-39% 3D
Table 5.14,Burns,948.64,60-69% BDY BRN/40-49% 3D
Table 5.14,Burns,948.65,60-69% BDY BRN/50-59% 3D
Table 5.14,Burns,948.66,60-69% BDY BRN/60-69% 3D
Table 5.14,Burns,948.70,70-79% BDY BRN/3 DEG NOS
Table 5.14,Burns,948.71,70-79% BDY BRN/10-19% 3D
Table 5.14,Burns,948.72,70-79% BDY BRN/20-29% 3D
Table 5.14,Burns,948.73,70-79% BDY BRN/30-39% 3D
Table 5.14,Burns,948.74,70-79% BDY BRN/40-49% 3D
Table 5.14,Burns,948.75,70-79% BDY BRN/50-59% 3D
Table 5.14,Burns,948.76,70-79% BDY BRN/60-69% 3D
Table 5.14,Burns,948.77,70-79% BDY BRN/70-79% 3D
Table 5.14,Burns,948.80,80-89% BDY BRN/3 DEG NOS
Table 5.14,Burns,948.81,80-89% BDY BRN/10-19% 3D
Table 5.14,Burns,948.82,80-89% BDY BRN/20-29% 3D
Table 5.14,Burns,948.83,80-89% BDY BRN/30-39% 3D
Table 5.14,Burns,948.84,80-89% BDY BRN/40-49% 3D
Table 5.14,Burns,948.85,80-89% BDY BRN/50-59% 3D
Table 5.14,Burns,948.86,80-89% BDY BRN/60-69% 3D
Table 5.14,Burns,948.87,80-89% BDY BRN/70-79% 3D
Table 5.14,Burns,948.88,80-89% BDY BRN/80-89% 3D
Table 5.14,Burns,948.90,90% + BDY BRN/3 DEG NOS
Table 5.14,Burns,948.91,90% + BDY BRN/10-19% 3RD
Table 5.14,Burns,948.92,90% + BDY BRN/20-29% 3RD
Table 5.14,Burns,948.93,90% + BDY BRN/30-39% 3RD
Table 5.14,Burns,948.94,90% + BDY BRN/40-49% 3RD
Table 5.14,Burns,948.95,90% + BDY BRN/50-59% 3RD
Table 5.14,Burns,948.96,90% + BDY BRN/60-69% 3RD
Table 5.14,Burns,948.97,90% + BDY BRN/70-79% 3RD
Table 5.14,Burns,948.98,90% + BDY BRN/80-89% 3RD
Table 5.14,Burns,948.99,90% + BDY BRN/90% + 3RD
Table 5.14,Burns,949.0,BURN NOS
Table 5.14,Burns,949.1,1ST DEGREE BURN NOS
Table 5.14,Burns,949.2,2ND DEGREE BURN NOS
Table 5.14,Burns,949.3,3RD DEGREE BURN NOS
Table 5.14,Burns,949.4,DEEP 3RD DEG BURN NOS
Table 5.14,Burns,949.5,3RD BURN W LOSS-SITE NOS
Table 5.15,Transplant,996.80,COMP ORGAN TRANSPLNT NOS
Table 5.15,Transplant,996.81,COMPL KIDNEY TRANSPLANT
Table 5.15,Transplant,996.82,COMPL LIVER TRANSPLANT
Table 5.15,Transplant,996.83,COMPL HEART TRANSPLANT
Table 5.15,Transplant,996.84,COMPL LUNG TRANSPLANT
Table 5.15,Transplant,996.85,COMPL MARROW TRANSPLANT
Table 5.15,Transplant,996.86,COMPL PANCREAS TRANSPLNT
Table 5.15,Transplant,996.87,COMP INTESTINE TRANSPLNT
Table 5.15,Transplant,996.89,COMP OTH ORGAN TRANSPLNT
Table 5.15,Transplant,V42.0,KIDNEY TRANSPLANT STATUS
Table 5.15,Transplant,V42.1,HEART TRANSPLANT STATUS
Table 5.15,Transplant,V42.2,HEART VALVE TRANSPLANT
Table 5.15,Transplant,V42.3,SKIN TRANSPLANT STATUS
Table 5.15,Transplant,V42.4,BONE TRANSPLANT STATUS
Table 5.15,Transplant,V42.5,CORNEA TRANSPLANT STATUS
Table 5.15,Transplant,V42.6,LUNG TRANSPLANT STATUS
Table 5.15,Transplant,V42.7,LIVER TRANSPLANT STATUS
Table 5.15,Transplant,V42.81,TRNSPL STATUS-BNE MARROW
Table 5.15,Transplant,V42.82,TRSPL STS-PERIP STM CELL
Table 5.15,Transplant,V42.83,TRNSPL STATUS-PANCREAS
Table 5.15,Transplant,V42.84,TRNSPL STATUS-INTESTINES
Table 5.15,Transplant,V42.89,TRNSPL STATUS ORGAN NEC
Table 5.15,Transplant,V42.9,TRANSPLANT STATUS NOS
Table 5.16,Urological/Perineal,45.95,ANAL ANASTOMOSIS
Table 5.16,Urological/Perineal,48.0,PROCTOTOMY
Table 5.16,Urological/Perineal,48.1,PROCTOSTOMY
Table 5.16,Urological/Perineal,48.21,TRANSAB PROCTOSIGMOIDOSC
Table 5.16,Urological/Perineal,48.22,PROCTOSIGMOIDOSC THRU ST
Table 5.16,Urological/Perineal,48.23,RIGID PROCTOSIGMOIDOSCPY
Table 5.16,Urological/Perineal,48.24,CLOSED RECTAL BIOPSY
Table 5.16,Urological/Perineal,48.25,OPEN RECTAL BIOPSY
Table 5.16,Urological/Perineal,48.26,PERIRECTAL TISSUE BIOPSY
Table 5.16,Urological/Perineal,48.29,RECT/PERIRECT DX OP NEC
Table 5.16,Urological/Perineal,48.31,RAD ELECTROCOAG-RECT LES
Table 5.16,Urological/Perineal,48.32,ELECTROCOAG RECT LES NEC
Table 5.16,Urological/Perineal,48.33,LASER DESTRUC RECTAL LES
Table 5.16,Urological/Perineal,48.34,CRYOSURG DESTR RECT LES
Table 5.16,Urological/Perineal,48.35,LOCAL EXCIS RECTAL LES
Table 5.16,Urological/Perineal,48.36,POLYPECTOMY OF RECTUM
Table 5.16,Urological/Perineal,48.41,SOAVE SUBMUC RECT RESECT
Table 5.16,Urological/Perineal,48.42,LAP PULL-THRU RES RECTUM
Table 5.16,Urological/Perineal,48.43,OPN PULL-THRU RES RECTUM
Table 5.16,Urological/Perineal,48.49,PULL-THRU RECT RESEC NEC
Table 5.16,Urological/Perineal,48.50,ABDPERNEAL RES RECTM NOS
Table 5.16,Urological/Perineal,48.51,LAP ABDPERNEAL RESC REC
Table 5.16,Urological/Perineal,48.52,OPN ABDPERNEAL RESC REC
Table 5.16,Urological/Perineal,48.59,ABDPERNEAL RESC RECT NEC
Table 5.16,Urological/Perineal,48.61,TRANSSAC RECTOSIGMOIDECT
Table 5.16,Urological/Perineal,48.62,ANT RECT RESECT W COLOST
Table 5.16,Urological/Perineal,48.63,ANTERIOR RECT RESECT NEC
Table 5.16,Urological/Perineal,48.64,POSTERIOR RECT RESECTION
Table 5.16,Urological/Perineal,48.65,DUHAMEL RECTAL RESECTION
Table 5.16,Urological/Perineal,48.69,RECTAL RESECTION NEC
Table 5.16,Urological/Perineal,48.71,SUTURE OF RECTAL LACER
Table 5.16,Urological/Perineal,48.72,CLOSURE OF PROCTOSTOMY
Table 5.16,Urological/Perineal,48.73,CLOSE RECTAL FIST NEC
Table 5.16,Urological/Perineal,48.74,RECTORECTOSTOMY
Table 5.16,Urological/Perineal,48.75,ABDOMINAL PROCTOPEXY
Table 5.16,Urological/Perineal,48.76,PROCTOPEXY NEC
Table 5.16,Urological/Perineal,48.79,REPAIR OF RECTUM NEC
Table 5.16,Urological/Perineal,48.81,PERIRECTAL INCISION
Table 5.16,Urological/Perineal,48.82,PERIRECTAL EXCISION
Table 5.16,Urological/Perineal,48.91,INCIS RECTAL STRICTURE
Table 5.16,Urological/Perineal,48.92,ANORECTAL MYOMECTOMY
Table 5.16,Urological/Perineal,48.93,REPAIR PERIRECT FISTULA
Table 5.16,Urological/Perineal,48.99,RECTAL PERIRECT OP NEC
Table 5.16,Urological/Perineal,49.01,INCIS PERIANAL ABSCESS
Table 5.16,Urological/Perineal,49.02,PERIANAL INCISION NEC
Table 5.16,Urological/Perineal,49.03,EXCIS PERIANAL SKIN TAG
Table 5.16,Urological/Perineal,49.04,PERIANAL EXCISION NEC
Table 5.16,Urological/Perineal,49.11,ANAL FISTULOTOMY
Table 5.16,Urological/Perineal,49.12,ANAL FISTULECTOMY
Table 5.16,Urological/Perineal,49.39,OTHER DESTRUC ANUS LES
Table 5.16,Urological/Perineal,49.44,HEMORRHOID CRYOTHERAPY
Table 5.16,Urological/Perineal,49.45,HEMORRHOID LIGATION
Table 5.16,Urological/Perineal,49.46,HEMORRHOIDECTOMY
Table 5.16,Urological/Perineal,49.49,HEMORRHOID PROCEDURE NEC
Table 5.16,Urological/Perineal,49.51,LEFT LAT SPHINCTEROTOMY
Table 5.16,Urological/Perineal,49.52,POST SPHINCTEROTOMY
Table 5.16,Urological/Perineal,49.59,ANAL SPHINCTEROTOMY NEC
Table 5.16,Urological/Perineal,49.6,EXCISION OF ANUS
Table 5.16,Urological/Perineal,49.71,SUTURE ANAL LACERATION
Table 5.16,Urological/Perineal,49.72,ANAL CERCLAGE
Table 5.16,Urological/Perineal,49.73,CLOSURE OF ANAL FISTULA
Table 5.16,Urological/Perineal,49.74,GRACILIS MUSC TRANSPLAN
Table 5.16,Urological/Perineal,49.75,IMPL OR REV ART ANAL SPH
Table 5.16,Urological/Perineal,49.76,REMOV ART ANAL SPHINCTER
Table 5.16,Urological/Perineal,49.79,ANAL SPHINCT REPAIR NEC
Table 5.16,Urological/Perineal,49.91,INCISION OF ANAL SEPTUM
Table 5.16,Urological/Perineal,49.92,INSERT SUBQ ANAL STIMUL
Table 5.16,Urological/Perineal,49.93,ANAL INCISION NEC
Table 5.16,Urological/Perineal,49.94,REDUCTION ANAL PROLAPSE
Table 5.16,Urological/Perineal,49.95,CONTROL ANAL HEMORRHAGE
Table 5.16,Urological/Perineal,49.99,ANAL OPERATION NEC
Table 5.16,Urological/Perineal,55.01,NEPHROTOMY
Table 5.16,Urological/Perineal,55.02,NEPHROSTOMY
Table 5.16,Urological/Perineal,55.03,PERCU NEPHROSTM W/O FRAG
Table 5.16,Urological/Perineal,55.04,PERCU NEPHROSTMY W FRAG
Table 5.16,Urological/Perineal,55.11,PYELOTOMY
Table 5.16,Urological/Perineal,55.12,PYELOSTOMY
Table 5.16,Urological/Perineal,55.31,RENAL LES MARSUPIALIZAT
Table 5.16,Urological/Perineal,55.32,OPN ABLTN RENAL LES/TISS
Table 5.16,Urological/Perineal,55.33,PERC ABLTN RENL LES/TISS
Table 5.16,Urological/Perineal,55.34,LAP ABLTN RENAL LES/TISS
Table 5.16,Urological/Perineal,55.35,ABLTN RENAL LES/TISS NEC
Table 5.16,Urological/Perineal,55.39,LOC DESTR RENAL LES NEC
Table 5.16,Urological/Perineal,55.4,PARTIAL NEPHRECTOMY
Table 5.16,Urological/Perineal,55.51,NEPHROURETERECTOMY
Table 5.16,Urological/Perineal,55.52,SOLITARY KIDNEY NEPHRECT
Table 5.16,Urological/Perineal,55.53,REJECTED KIDNEY NEPHRECT
Table 5.16,Urological/Perineal,55.54,BILATERAL NEPHRECTOMY
Table 5.16,Urological/Perineal,55.61,RENAL AUTOTRANSPLANT
Table 5.16,Urological/Perineal,55.69,KIDNEY TRANSPLANT NEC
Table 5.16,Urological/Perineal,55.7,NEPHROPEXY
Table 5.16,Urological/Perineal,55.81,SUTURE KIDNEY LACERATION
Table 5.16,Urological/Perineal,55.82,CLOSE NEPHROST & PYELOST
Table 5.16,Urological/Perineal,55.83,CLOSE RENAL FISTULA NEC
Table 5.16,Urological/Perineal,55.84,REDUCE RENAL PEDICL TORS
Table 5.16,Urological/Perineal,55.85,SYMPHYSIOTOMY
Table 5.16,Urological/Perineal,55.86,RENAL ANASTOMOSIS
Table 5.16,Urological/Perineal,55.87,CORRECT URETEROPELV JUNC
Table 5.16,Urological/Perineal,55.89,RENAL REPAIR NEC
Table 5.16,Urological/Perineal,55.91,RENAL DECAPSULATION
Table 5.16,Urological/Perineal,55.95,LOCAL RENAL PERFUSION
Table 5.16,Urological/Perineal,55.96,RENAL INJECTION NEC
Table 5.16,Urological/Perineal,55.97,IMPLANT MECHANIC KIDNEY
Table 5.16,Urological/Perineal,55.98,REMOV MECHANICAL KIDNEY
Table 5.16,Urological/Perineal,55.99,RENAL OPERATION NEC
Table 5.16,Urological/Perineal,56.0,TU REMOV URETER OBSTRUCT
Table 5.16,Urological/Perineal,56.1,URETERAL MEATOTOMY
Table 5.16,Urological/Perineal,56.34,OPEN URETERAL BIOPSY
Table 5.16,Urological/Perineal,56.40,URETERECTOMY NOS
Table 5.16,Urological/Perineal,56.41,PARTIAL URETERECTOMY
Table 5.16,Urological/Perineal,56.42,TOTAL URETERECTOMY
Table 5.16,Urological/Perineal,56.73,NEPHROCYSTANASTOMOSI NOS
Table 5.16,Urological/Perineal,56.74,URETERONEOCYSTOSTOMY
Table 5.16,Urological/Perineal,56.75,TRANSURETEROURETEROSTOMY
Table 5.16,Urological/Perineal,56.79,URETERAL ANASTOMOSIS NEC
Table 5.16,Urological/Perineal,56.81,INTRALUM URETE ADHESIOLY
Table 5.16,Urological/Perineal,56.82,SUTURE URETERAL LACERAT
Table 5.16,Urological/Perineal,56.83,URETEROSTOMY CLOSURE
Table 5.16,Urological/Perineal,56.84,CLOSE URETER FISTULA NEC
Table 5.16,Urological/Perineal,56.85,URETEROPEXY
Table 5.16,Urological/Perineal,56.86,REMOVE URETERAL LIGATURE
Table 5.16,Urological/Perineal,56.89,REPAIR OF URETER NEC
Table 5.16,Urological/Perineal,56.91,URETERAL MEATUS DILATION
Table 5.16,Urological/Perineal,56.92,IMPLANT URETERAL STIMUL
Table 5.16,Urological/Perineal,56.93,REPLACE URETERAL STIMUL
Table 5.16,Urological/Perineal,56.94,REMOVE URETERAL STIMULAT
Table 5.16,Urological/Perineal,56.95,LIGATION OF URETER
Table 5.16,Urological/Perineal,56.99,URETERAL OPERATION NEC
Table 5.16,Urological/Perineal,57.0,TU BLADDER CLEARANCE
Table 5.16,Urological/Perineal,57.12,CYSTOTOMY & ADHESIOLYSIS
Table 5.16,Urological/Perineal,57.17,PERCUTANEOUS CYSTOSTOMY
Table 5.16,Urological/Perineal,57.18,OTHER SUPRAPU CYSTOSTOMY
Table 5.16,Urological/Perineal,57.19,CYSTOTOMY NEC
Table 5.16,Urological/Perineal,57.21,VESICOSTOMY
Table 5.16,Urological/Perineal,57.22,REVISE CLO VESICOSTOMY
Table 5.16,Urological/Perineal,57.34,OPEN BLADDER BIOPSY
Table 5.16,Urological/Perineal,57.39,BLADDER DIAGNOS PROC NEC
Table 5.16,Urological/Perineal,57.41,TU ADHESIOLYSIS BLADDER
Table 5.16,Urological/Perineal,57.49,TU DESTRUC BLADD LES NEC
Table 5.16,Urological/Perineal,57.59,BLADDER LES DESTRUCT NEC
Table 5.16,Urological/Perineal,57.6,PARTIAL CYSTECTOMY
Table 5.16,Urological/Perineal,57.71,RADICAL CYSTECTOMY
Table 5.16,Urological/Perineal,57.79,TOTAL CYSTECTOMY NEC
Table 5.16,Urological/Perineal,57.81,SUTURE BLADDER LACERAT
Table 5.16,Urological/Perineal,57.82,CYSTOSTOMY CLOSURE
Table 5.16,Urological/Perineal,57.83,ENTEROVESICO FIST REPAIR
Table 5.16,Urological/Perineal,57.84,VESIC FISTULA REPAIR NEC
Table 5.16,Urological/Perineal,57.85,CYSTOURETHROPLASTY
Table 5.16,Urological/Perineal,57.86,BLADDER EXSTROPHY REPAIR
Table 5.16,Urological/Perineal,57.87,BLADDER RECONSTRUCTION
Table 5.16,Urological/Perineal,57.88,BLADDER ANASTOMOSIS NEC
Table 5.16,Urological/Perineal,57.89,BLADDER REPAIR NEC
Table 5.16,Urological/Perineal,57.91,BLADDER SPHINCTEROTOMY
Table 5.16,Urological/Perineal,57.92,BLADDER NECK DILATION
Table 5.16,Urological/Perineal,57.93,CONTROL BLADD HEMORRHAGE
Table 5.16,Urological/Perineal,57.96,IMPLANT BLADDER STIMULAT
Table 5.16,Urological/Perineal,57.97,REPLACE BLADDER STIMULAT
Table 5.16,Urological/Perineal,57.98,REMOVE BLADDER STIMULAT
Table 5.16,Urological/Perineal,57.99,BLADDER OPERATION NEC
Table 5.16,Urological/Perineal,58.0,URETHROTOMY
Table 5.16,Urological/Perineal,58.1,URETHRAL MEATOTOMY
Table 5.16,Urological/Perineal,58.31,ENDOSC DESTR URETHRA LES
Table 5.16,Urological/Perineal,58.39,OTHER DESTRU URETHRA LES
Table 5.16,Urological/Perineal,58.41,SUTURE URETHRAL LACERAT
Table 5.16,Urological/Perineal,58.42,URETHROSTOMY CLOSURE
Table 5.16,Urological/Perineal,58.43,CLOSE URETH FISTULA NEC
Table 5.16,Urological/Perineal,58.44,URETHRAL REANASTOMOSIS
Table 5.16,Urological/Perineal,58.45,HYPO-EPISPADIUS REPAIR
Table 5.16,Urological/Perineal,58.46,URETH RECONSTRUCTION NEC
Table 5.16,Urological/Perineal,58.47,URETHRAL MEATOPLASTY
Table 5.16,Urological/Perineal,58.49,URETHRAL REPAIR NEC
Table 5.16,Urological/Perineal,58.5,URETH STRICTURE RELEASE
Table 5.16,Urological/Perineal,58.91,PERIURETHRAL INCISION
Table 5.16,Urological/Perineal,58.92,PERIURETHRAL EXCISION
Table 5.16,Urological/Perineal,58.93,IMPLT ARTF URIN SPHINCT
Table 5.16,Urological/Perineal,58.99,URETH/PERIURETH OP NEC
Table 5.16,Urological/Perineal,59.00,RETROPERIT DISSECT NOS
Table 5.16,Urological/Perineal,59.02,PERIREN ADHESIOLYS NEC
Table 5.16,Urological/Perineal,59.03,LAP LYS PERIREN/URET ADH
Table 5.16,Urological/Perineal,59.09,PERIREN/URETER INCIS NEC
Table 5.16,Urological/Perineal,59.11,OTH LYS PERIVES ADHESIO
Table 5.16,Urological/Perineal,59.12,LAP LYS PERIVESURETH ADH
Table 5.16,Urological/Perineal,59.19,PERIVESICAL INCISION NEC
Table 5.16,Urological/Perineal,59.3,URETHROVES JUNCT PLICAT
Table 5.16,Urological/Perineal,59.4,SUPRAPUBIC SLING OP
Table 5.16,Urological/Perineal,59.5,RETROPUBIC URETH SUSPENS
Table 5.16,Urological/Perineal,59.6,PARAURETHRAL SUSPENSION
Table 5.16,Urological/Perineal,59.71,LEVATOR MUSC SUSPENSION
Table 5.16,Urological/Perineal,59.79,URIN INCONTIN REPAIR NEC
Table 5.16,Urological/Perineal,59.91,PERIREN/VESICLE EXCISION
Table 5.16,Urological/Perineal,59.92,PERIREN/VESICLE OP NEC
Table 5.16,Urological/Perineal,60.0,INCISION OF PROSTATE
Table 5.16,Urological/Perineal,60.12,OPEN PROSTATIC BIOPSY
Table 5.16,Urological/Perineal,60.14,OPEN SEMINAL VESICLES BX
Table 5.16,Urological/Perineal,60.15,PERIPROSTATIC BIOPSY
Table 5.16,Urological/Perineal,60.18,PROSTATIC DX PROCED NEC
Table 5.16,Urological/Perineal,60.19,SEMIN VES DX PROCED NEC
Table 5.16,Urological/Perineal,60.21,TRANSURETH PROSTATECTOMY
Table 5.16,Urological/Perineal,60.29,OTH TRANSURETH PROSTATEC
Table 5.16,Urological/Perineal,60.3,SUPRAPUBIC PROSTATECTOMY
Table 5.16,Urological/Perineal,60.4,RETROPUBIC PROSTATECTOMY
Table 5.16,Urological/Perineal,60.5,RADICAL PROSTATECTOMY
Table 5.16,Urological/Perineal,60.61,LOS EXCIS PROSTATIC LES
Table 5.16,Urological/Perineal,60.62,PERINEAL PROSTATECTOMY
Table 5.16,Urological/Perineal,60.69,PROSTATECTOMY NEC
Table 5.16,Urological/Perineal,60.71,PERCUT SEMIN VES ASPIRAT
Table 5.16,Urological/Perineal,60.72,SEMINAL VESICLE INCISION
Table 5.16,Urological/Perineal,60.73,SEMINAL VESICLE EXCISION
Table 5.16,Urological/Perineal,60.79,SEMINAL VESICLE OP NEC
Table 5.16,Urological/Perineal,60.81,PERIPROSTATIC INCISION
Table 5.16,Urological/Perineal,60.82,PERIPROSTATIC EXCISION
Table 5.16,Urological/Perineal,60.93,REPAIR OF PROSTATE
Table 5.16,Urological/Perineal,60.94,CONTROL PROSTATE HEMORR
Table 5.16,Urological/Perineal,60.95,TRANS BAL DIL PROS URETH
Table 5.16,Urological/Perineal,60.96,TU DESTR PROSTATE BY MT
Table 5.16,Urological/Perineal,60.97,OTH TU DESTR PROS - RT
Table 5.16,Urological/Perineal,60.99,PROSTATIC OPERATION NEC
Table 5.16,Urological/Perineal,61.0,SCROTUM & TUNICA I & D
Table 5.16,Urological/Perineal,61.2,EXCISION OF HYDROCELE
Table 5.16,Urological/Perineal,61.3,SCROTAL LES DESTRUCTION
Table 5.16,Urological/Perineal,61.41,SUTURE SCROTAL LACERAT
Table 5.16,Urological/Perineal,61.42,SCROTAL FISTULA REPAIR
Table 5.16,Urological/Perineal,61.49,SCROTUM/TUNIC REPAIR NEC
Table 5.16,Urological/Perineal,61.91,PERCUT TUNICA ASPIRATION
Table 5.16,Urological/Perineal,61.92,EXCISION TUNICA LES NEC
Table 5.16,Urological/Perineal,61.99,SCROTUM & TUNICA OP NEC
Table 5.16,Urological/Perineal,62.0,INCISION OF TESTES
Table 5.16,Urological/Perineal,62.12,OPEN TESTICULAR BIOPSY
Table 5.16,Urological/Perineal,62.19,TESTES DX PROCEDURE NEC
Table 5.16,Urological/Perineal,62.2,TESTICULAR LES DESTRUCT
Table 5.16,Urological/Perineal,62.3,UNILATERAL ORCHIECTOMY
Table 5.16,Urological/Perineal,62.41,REMOVE BOTH TESTES
Table 5.16,Urological/Perineal,62.42,REMOVE SOLITARY TESTIS
Table 5.16,Urological/Perineal,62.5,ORCHIOPEXY
Table 5.16,Urological/Perineal,62.61,SUTURE TESTICULAR LACER
Table 5.16,Urological/Perineal,62.69,TESTICULAR REPAIR NEC
Table 5.16,Urological/Perineal,62.7,INSERT TESTICULAR PROSTH
Table 5.16,Urological/Perineal,62.99,TESTICULAR OPERATION NEC
Table 5.16,Urological/Perineal,63.01,SPERMATIC CORD/VAS BIOPS
Table 5.16,Urological/Perineal,63.09,SPERMAT CORD/VAS DX NEC
Table 5.16,Urological/Perineal,63.1,EXC SPERMATIC VARICOCELE
Table 5.16,Urological/Perineal,63.2,EXCISE EPIDIDYMIS CYST
Table 5.16,Urological/Perineal,63.3,EXCISE CORD/EPID LES NEC
Table 5.16,Urological/Perineal,63.4,EPIDIDYMECTOMY
Table 5.16,Urological/Perineal,63.51,SUTURE CORD & EPID LACER
Table 5.16,Urological/Perineal,63.52,REDUCTION TORSION TESTES
Table 5.16,Urological/Perineal,63.53,TRANSPLANT SPERMAT CORD
Table 5.16,Urological/Perineal,63.59,CORD & EPIDID REPAIR NEC
Table 5.16,Urological/Perineal,63.6,VASOTOMY
Table 5.16,Urological/Perineal,63.70,MALE STERILIZATION NOS
Table 5.16,Urological/Perineal,63.71,LIGATION OF VAS DEFERENS
Table 5.16,Urological/Perineal,63.72,SPERMATIC CORD LIGATION
Table 5.16,Urological/Perineal,63.73,VASECTOMY
Table 5.16,Urological/Perineal,63.81,SUTURE VAS & EPIDID LAC
Table 5.16,Urological/Perineal,63.82,POSTOP VAS RECONSTRUCT
Table 5.16,Urological/Perineal,63.83,EPIDIDYMOVASOSTOMY
Table 5.16,Urological/Perineal,63.84,REMOVAL VAS LIGATURE
Table 5.16,Urological/Perineal,63.85,REMOV VAS DEFERENS VALVE
Table 5.16,Urological/Perineal,63.89,VAS & EPIDIDY REPAIR NEC
Table 5.16,Urological/Perineal,63.91,SPERMATOCELE ASPIRATION
Table 5.16,Urological/Perineal,63.92,EPIDIDYMOTOMY
Table 5.16,Urological/Perineal,63.93,SPERMATIC CORD INCISION
Table 5.16,Urological/Perineal,63.94,SPERM CORD ADHESIOLYSIS
Table 5.16,Urological/Perineal,63.95,INSERT VALVE IN VAS DEF
Table 5.16,Urological/Perineal,63.99,CORD/EPID/VAS OPS NEC
Table 5.16,Urological/Perineal,64.0,CIRCUMCISION
Table 5.16,Urological/Perineal,64.11,PENILE BIOPSY
Table 5.16,Urological/Perineal,64.19,PENILE DIAGNOST PROC NEC
Table 5.16,Urological/Perineal,64.2,LOCAL EXCIS PENILE LES
Table 5.16,Urological/Perineal,64.3,AMPUTATION OF PENIS
Table 5.16,Urological/Perineal,64.41,SUTURE PENILE LACERATION
Table 5.16,Urological/Perineal,64.42,RELEASE OF CHORDEE
Table 5.16,Urological/Perineal,64.43,CONSTRUCTION OF PENIS
Table 5.16,Urological/Perineal,64.44,RECONSTRUCTION OF PENIS
Table 5.16,Urological/Perineal,64.45,REPLANTATION OF PENIS
Table 5.16,Urological/Perineal,64.49,PENILE REPAIR NEC
Table 5.16,Urological/Perineal,64.5,SEX TRANSFORMAT OP NEC
Table 5.16,Urological/Perineal,64.91,DORSAL/LAT SLIT PREPUCE
Table 5.16,Urological/Perineal,64.92,INCISION OF PENIS
Table 5.16,Urological/Perineal,64.93,DIVISION OF PENILE ADHES
Table 5.16,Urological/Perineal,64.94,FIT EXT PENILE PROSTHES
Table 5.16,Urological/Perineal,64.95,INS NONINFL PENIS PROSTH
Table 5.16,Urological/Perineal,64.96,REMOVE INT PENILE PROSTH
Table 5.16,Urological/Perineal,64.97,INS INFLATE PENIS PROSTH
Table 5.16,Urological/Perineal,64.98,PENILE OPERATION NEC
Table 5.16,Urological/Perineal,64.99,MALE GENITAL OP NEC
Table 5.16,Urological/Perineal,65.01,LAPAROSCOPIC OOPHOROTOMY
Table 5.16,Urological/Perineal,65.09,OTHER OOPHOROTOMY
Table 5.16,Urological/Perineal,65.11,OVARIAN ASPIRAT BIOPSY
Table 5.16,Urological/Perineal,65.12,OVARIAN BIOPSY NEC
Table 5.16,Urological/Perineal,65.13,LAP BIOPSY OF OVARY
Table 5.16,Urological/Perineal,65.14,OTH LAP DX PROC OVARIES
Table 5.16,Urological/Perineal,65.19,OVARIAN DX PROCEDURE NEC
Table 5.16,Urological/Perineal,65.21,OVARIAN CYST MARSUPIALIZ
Table 5.16,Urological/Perineal,65.22,OVARIAN WEDGE RESECTION
Table 5.16,Urological/Perineal,65.23,LAP MARSUP OVARIAN CYST
Table 5.16,Urological/Perineal,65.24,LAP WEDGE RESECT OVARY
Table 5.16,Urological/Perineal,65.25,OTH LAP LOC EXC DEST OVA
Table 5.16,Urological/Perineal,65.29,LOCAL DESTR OVA LES NEC
Table 5.16,Urological/Perineal,65.31,LAP UNILAT OOPHORECTOMY
Table 5.16,Urological/Perineal,65.39,OTH UNILAT OOPHORECTOMY
Table 5.16,Urological/Perineal,65.41,LAP UNI SALPINGO-OOPHOR
Table 5.16,Urological/Perineal,65.49,OTH UNI SALPINGO-OOPHOR
Table 5.16,Urological/Perineal,65.51,OTH REMOVE BOTH OVARIES
Table 5.16,Urological/Perineal,65.52,OTH REMOVE REMAIN OVARY
Table 5.16,Urological/Perineal,65.53,LAP REMOVE BOTH OVARIES
Table 5.16,Urological/Perineal,65.54,LAP REMOVE REMAIN OVARY
Table 5.16,Urological/Perineal,65.61,OTH REMOVE OVARIES/TUBES
Table 5.16,Urological/Perineal,65.62,OTH REMOVE REM OVA/TUBE
Table 5.16,Urological/Perineal,65.63,LAP REMOVE OVARIES/TUBES
Table 5.16,Urological/Perineal,65.64,LAP REMOVE REM OVA/TUBE
Table 5.16,Urological/Perineal,65.71,OTH SIMPLE SUTURE OVARY
Table 5.16,Urological/Perineal,65.72,OTH REIMPLANT OF OVARY
Table 5.16,Urological/Perineal,65.73,OTH SALPINGO-OOPHOROPLAS
Table 5.16,Urological/Perineal,65.74,LAP SIMPLE SUTURE OVARY
Table 5.16,Urological/Perineal,65.75,LAP REIMPLANT OF OVARY
Table 5.16,Urological/Perineal,65.76,LAP SALPINGO-OOPHOROPLAS
Table 5.16,Urological/Perineal,65.79,REPAIR OF OVARY NEC
Table 5.16,Urological/Perineal,65.81,LAP ADHESIOLYS OVA/TUBE
Table 5.16,Urological/Perineal,65.89,ADHESIOLYSIS OVARY/TUBE
